Date;ES2YPrice;ES2YYield;ES5YPrice;ES5YYield;ES10YPrice;ES10YYield;DE2YPrice;DE2YYield;DE5YPrice;DE5YYield;DE10YPrice;DE10YYield;CH2YPrice;CH2YYield;CH5YPrice;CH5YYield;CH10YPrice;CH10YYield;EURCHF
01-Jun-2018;107.763;-0.077;122.995;0.407;99.630;1.446;101.224;-0.642;101.113;-0.227;101.170;0.377;106.480;-0.817;121.57;-0.535;140.16;-0.066;1.1515
08-Jun-2018;107.810;-0.140;122.858;0.411;99.318;1.474;101.264;-0.661;100.980;-0.193;100.480;0.449;106.230;-0.730;121;-0.446;139.06;0.019;1.159
15-Jun-2018;102.913;-0.224;99.790;0.391;100.859;1.303;101.199;-0.651;101.102;-0.227;100.900;0.405;106.230;-0.758;121.24;-0.507;139.56;-0.029;1.1576
22-Jun-2018;102.839;-0.202;99.250;0.499;100.298;1.367;101.270;-0.692;101.450;-0.302;101.580;0.336;106.190;-0.767;121.12;-0.502;139.64;-0.043;1.1514
29-Jun-2018;102.871;-0.229;99.694;0.411;100.634;1.330;101.227;-0.679;101.438;-0.298;101.816;0.308;106.100;-0.753;120.91;-0.479;139.82;-0.064;1.1572
06-Jul-2018;102.833;-0.224;99.500;0.452;100.717;1.321;101.212;-0.677;101.432;-0.298;101.991;0.291;106.040;-0.753;120.8;-0.475;140.38;-0.118;1.1626
13-Jul-2018;102.954;-0.295;100.060;0.338;101.145;1.274;101.157;-0.655;101.472;-0.308;102.050;0.283;105.900;-0.714;120.65;-0.463;139.61;-0.06;1.1703
20-Jul-2018;102.891;-0.278;99.810;0.388;100.687;1.324;106.141;-0.623;111.465;-0.249;98.790;0.370;105.860;-0.723;120.43;-0.438;139.42;-0.051;1.1632
27-Jul-2018;102.945;-0.317;99.999;0.350;100.000;1.400;106.059;-0.613;111.279;-0.223;98.440;0.408;105.770;-0.703;120.2;-0.408;139.24;-0.041;1.1588
03-Aug-2018;102.851;-0.285;99.772;0.396;99.605;1.442;105.960;-0.594;111.195;-0.215;98.450;0.409;105.750;-0.722;119.72;-0.331;139.05;-0.032;1.15
10-Aug-2018;102.779;-0.263;99.680;0.415;99.690;1.433;106.026;-0.649;111.618;-0.301;99.280;0.323;105.780;-0.767;119.95;-0.393;139.85;-0.106;1.1357
17-Aug-2018;102.815;-0.295;99.606;0.431;99.240;1.482;105.915;-0.638;111.708;-0.326;99.465;0.306;105.760;-0.787;120.31;-0.481;140.04;-0.129;1.1383
24-Aug-2018;102.868;-0.336;99.951;0.360;99.888;1.411;105.828;-0.610;111.364;-0.271;99.083;0.346;105.550;-0.710;120.08;-0.453;139.67;-0.105;1.1425
31-Aug-2018;102.694;-0.261;99.455;0.462;99.196;1.487;105.798;-0.622;111.362;-0.279;99.200;0.332;105.560;-0.741;120.11;-0.474;139.52;-0.098;1.1239
07-Sep-2018;102.611;-0.233;99.549;0.443;99.130;1.495;105.623;-0.565;111.020;-0.222;98.630;0.391;105.450;-0.715;119.9;-0.45;139.06;-0.065;1.1196
14-Sep-2018;102.535;-0.207;99.337;0.488;98.980;1.512;105.539;-0.551;110.732;-0.175;98.070;0.451;105.360;-0.698;119.58;-0.404;138.4;-0.015;1.1241
21-Sep-2018;102.524;-0.215;99.347;0.486;98.958;1.514;105.486;-0.552;110.610;-0.161;97.967;0.461;105.330;-0.713;119.48;-0.401;138.05;0.008;1.1261
28-Sep-2018;102.442;-0.185;99.133;0.532;99.024;1.507;105.420;-0.546;110.419;-0.132;97.846;0.474;105.270;-0.712;119.21;-0.364;137.6;0.041;1.1391
05-Oct-2018;102.390;-0.170;98.878;0.587;98.260;1.589;105.352;-0.539;110.060;-0.072;96.998;0.563;105.180;-0.695;119.12;-0.364;137.05;0.082;1.1429
12-Oct-2018;102.291;-0.131;98.463;0.677;97.463;1.683;105.402;-0.591;110.376;-0.139;97.631;0.498;105.120;-0.694;118.94;-0.344;136.95;0.084;1.1462
19-Oct-2018;102.168;-0.075;98.287;0.716;96.570;1.785;105.441;-0.645;100.780;-0.156;98.240;0.434;105.160;-0.749;119.2;-0.416;137.57;0.023;1.1467
26-Oct-2018;102.347;-0.190;98.986;0.567;98.240;1.596;105.442;-0.669;101.097;-0.219;99.040;0.350;105.080;-0.737;119.25;-0.444;138.16;-0.035;1.1371
02-Nov-2018;109.902;-0.132;99.015;0.561;98.312;1.588;105.335;-0.648;100.816;-0.165;98.220;0.436;105.000;-0.720;119.06;-0.42;137.52;0.015;1.1424
09-Nov-2018;109.809;-0.133;98.972;0.572;98.140;1.608;105.253;-0.629;100.863;-0.175;98.472;0.410;104.970;-0.737;119.11;-0.449;137.54;0.006;1.1394
16-Nov-2018;109.677;-0.116;98.829;0.604;97.791;1.648;105.238;-0.651;101.106;-0.224;98.820;0.374;104.920;-0.742;119.12;-0.47;137.82;-0.025;1.1415
23-Nov-2018;109.585;-0.118;98.954;0.577;97.829;1.644;105.155;-0.636;101.170;-0.238;99.152;0.339;104.850;-0.735;119.24;-0.513;138.34;-0.078;1.1309
30-Nov-2018;109.572;-0.158;99.514;0.457;99.003;1.512;101.216;-0.597;101.323;-0.270;99.436;0.309;104.730;-0.699;119.11;-0.505;138.45;-0.095;1.1303
07-Dec-2018;109.475;-0.157;99.726;0.410;99.467;1.459;101.206;-0.598;133.384;-0.283;99.970;0.253;104.750;-0.746;119.24;-0.552;138.92;-0.143;1.1279
14-Dec-2018;109.426;-0.180;99.965;0.357;99.828;1.419;101.208;-0.604;110.543;-0.275;99.950;0.254;106.570;-0.747;109.42;-0.444;100.9;-0.085;1.128
21-Dec-2018;109.377;-0.219;100.115;0.324;99.981;1.401;101.200;-0.608;110.379;-0.255;99.960;0.254;106.620;-0.799;109.79;-0.516;101.42;-0.134;1.131
28-Dec-2018;109.305;-0.225;100.054;0.338;99.799;1.422;101.187;-0.607;110.442;-0.273;100.080;0.236;106.550;-0.790;109.88;-0.536;101.78;-0.168;1.1259
04-Jan-2019;109.134;-0.180;99.779;0.399;99.304;1.478;101.170;-0.603;110.650;-0.321;100.400;0.207;106.500;-0.782;109.85;-0.535;101.51;-0.143;1.1244
11-Jan-2019;109.069;-0.197;99.788;0.397;99.518;1.453;101.130;-0.588;110.644;-0.323;100.649;0.182;106.440;-0.780;109.76;-0.525;101.54;-0.146;1.1284
18-Jan-2019;109.044;-0.234;100.337;0.275;100.381;1.356;101.112;-0.585;110.498;-0.304;99.880;0.262;106.380;-0.778;109.61;-0.505;101.49;-0.142;1.131
25-Jan-2019;108.987;-0.256;100.593;0.217;101.407;1.242;101.084;-0.577;110.587;-0.326;100.514;0.199;106.320;-0.776;109.63;-0.515;101.91;-0.182;1.1326
01-Feb-2019;108.873;-0.249;100.612;0.212;101.530;1.227;101.083;-0.583;110.680;-0.352;100.831;0.166;106.230;-0.758;109.88;-0.564;102.48;-0.236;1.1405
08-Feb-2019;100.400;-0.152;100.568;0.222;101.413;1.240;101.077;-0.584;110.929;-0.406;101.646;0.085;106.230;-0.782;110.06;-0.601;103.15;-0.299;1.1322
15-Feb-2019;100.424;-0.167;100.573;0.220;101.336;1.248;101.025;-0.562;110.770;-0.384;101.461;0.103;106.110;-0.754;109.84;-0.569;103.05;-0.29;1.1352
22-Feb-2019;100.385;-0.149;100.792;0.170;101.944;1.180;101.018;-0.561;110.712;-0.379;101.509;0.100;106.090;-0.769;109.82;-0.572;103.09;-0.294;1.1338
01-Mar-2019;100.344;-0.130;100.615;0.209;101.678;1.210;100.942;-0.529;110.272;-0.306;100.622;0.187;105.950;-0.738;109.58;-0.538;102.07;-0.199;1.1351
08-Mar-2019;100.508;-0.218;100.947;0.133;102.989;1.063;101.074;-0.533;110.602;-0.376;101.739;0.074;105.960;-0.767;110.06;-0.629;103.37;-0.322;1.1321
15-Mar-2019;100.487;-0.209;100.911;0.141;102.361;1.201;101.065;-0.533;110.536;-0.372;101.590;0.086;105.920;-0.774;109.88;-0.604;103.12;-0.299;1.1349
22-Mar-2019;100.616;-0.281;101.291;0.052;103.528;1.079;101.121;-0.567;110.824;-0.435;102.722;-0.025;105.870;-0.776;110.31;-0.687;104.47;-0.426;1.1228
29-Mar-2019;100.615;-0.284;101.254;0.060;103.271;1.105;101.180;-0.607;111.059;-0.486;103.182;-0.068;105.840;-0.784;110.17;-0.668;103.89;-0.373;1.1163
05-Apr-2019;100.546;-0.266;101.204;0.070;103.212;1.111;101.099;-0.567;110.781;-0.442;102.422;0.004;105.730;-0.759;109.83;-0.614;103.06;-0.295;1.1217
12-Apr-2019;100.558;-0.258;101.492;0.002;103.785;1.051;101.145;-0.573;101.879;-0.375;101.910;0.055;105.640;-0.743;109.6;-0.58;102.78;-0.269;1.1324
19-Apr-2019;100.571;-0.271;101.329;0.038;103.660;1.063;101.171;-0.589;101.974;-0.396;102.213;0.024;105.610;-0.758;109.72;-0.609;102.98;-0.289;1.1402
26-Apr-2019;100.577;-0.277;101.459;0.007;104.014;1.026;101.186;-0.606;102.176;-0.435;102.627;-0.019;105.570;-0.761;109.88;-0.644;103.29;-0.319;1.1363
03-May-2019;100.605;-0.296;101.676;-0.046;104.372;0.988;101.169;-0.602;102.070;-0.417;102.251;0.023;105.520;-0.763;109.75;-0.627;102.98;-0.29;1.1383
10-May-2019;100.601;-0.298;101.609;-0.032;104.460;0.978;101.203;-0.621;102.343;-0.472;102.912;-0.048;105.460;-0.761;109.92;-0.665;103.52;-0.342;1.1365
17-May-2019;100.613;-0.309;101.815;-0.082;105.376;0.883;101.230;-0.646;102.543;-0.515;103.476;-0.104;105.470;-0.792;110.14;-0.713;103.98;-0.386;1.1278
24-May-2019;100.598;-0.304;101.813;-0.083;105.910;0.827;101.189;-0.626;102.555;-0.518;103.587;-0.117;105.470;-0.820;110.35;-0.758;104.38;-0.425;1.1223
31-May-2019;100.662;-0.346;102.008;-0.132;106.992;0.716;101.234;-0.660;102.858;-0.581;104.422;-0.203;105.370;-0.794;110.49;-0.79;104.83;-0.468;1.1179
07-Jun-2019;100.675;-0.359;102.184;-0.176;108.623;0.551;101.213;-0.654;102.963;-0.600;104.961;-0.257;105.380;-0.830;110.67;-0.832;105.21;-0.505;1.1193
14-Jun-2019;100.649;-0.348;102.053;-0.147;109.109;0.501;101.261;-0.684;102.949;-0.605;104.960;-0.256;105.350;-0.840;110.55;-0.817;104.93;-0.479;1.1196
21-Jun-2019;100.675;-0.368;102.256;-0.198;109.675;0.444;101.302;-0.714;103.062;-0.629;105.200;-0.284;105.350;-0.868;110.46;-0.808;104.99;-0.486;1.1099
28-Jun-2019;100.730;-0.408;102.102;-0.162;110.154;0.395;101.327;-0.734;103.218;-0.664;105.640;-0.328;105.330;-0.888;110.57;-0.836;105.49;-0.535;1.1098
05-Jul-2019;100.735;-0.417;102.278;-0.198;110.797;0.329;101.310;-0.738;103.270;-0.679;105.968;-0.361;105.300;-0.902;110.78;-0.883;106.56;-0.636;1.1134
12-Jul-2019;100.749;-0.431;101.668;-0.080;100.299;0.570;101.253;-0.716;102.949;-0.617;104.808;-0.248;105.250;-0.906;110.43;-0.826;105.03;-0.493;1.1092
19-Jul-2019;100.774;-0.454;102.328;-0.211;102.030;0.398;101.470;-0.773;108.758;-0.692;103.296;-0.322;105.270;-0.948;110.97;-0.935;106.21;-0.606;1.1014
26-Jul-2019;100.794;-0.473;102.267;-0.201;102.161;0.385;101.412;-0.756;108.784;-0.702;103.870;-0.377;105.200;-0.941;110.87;-0.924;107.07;-0.688;1.1052
02-Aug-2019;100.787;-0.475;102.561;-0.260;103.467;0.256;101.471;-0.792;109.066;-0.767;105.051;-0.495;105.270;-1.007;111.3;-1.013;108.71;-0.842;1.0908
09-Aug-2019;100.764;-0.466;102.419;-0.234;103.291;0.273;101.601;-0.867;109.532;-0.851;105.990;-0.575;105.330;-1.073;111.38;-1.036;109.55;-0.921;1.0892
16-Aug-2019;100.820;-0.511;102.836;-0.318;105.113;0.096;101.649;-0.903;109.830;-0.919;107.050;-0.684;105.250;-1.063;111.91;-1.145;111.35;-1.087;1.0848
23-Aug-2019;100.815;-0.515;102.810;-0.315;104.580;0.146;101.590;-0.893;109.764;-0.915;106.950;-0.677;105.230;-1.086;111.39;-1.056;109.66;-0.935;1.0858
30-Aug-2019;100.859;-0.554;103.003;-0.356;104.809;0.123;101.651;-0.923;109.924;-0.948;107.316;-0.703;105.200;-1.099;111.65;-1.113;110.44;-1.008;1.0876
06-Sep-2019;100.845;-0.552;102.807;-0.319;104.208;0.181;101.499;-0.851;109.581;-0.899;106.511;-0.637;105.040;-1.042;111.21;-1.038;109.45;-0.919;1.0888
13-Sep-2019;100.616;-0.396;101.952;-0.149;102.851;0.313;101.220;-0.703;108.637;-0.720;104.600;-0.445;104.680;-0.866;110.08;-0.829;106.58;-0.65;1.0961
20-Sep-2019;100.678;-0.447;102.270;-0.215;103.524;0.246;101.221;-0.706;108.664;-0.733;105.293;-0.522;104.620;-0.864;110.17;-0.855;107.78;-0.766;1.092
27-Sep-2019;100.702;-0.472;102.583;-0.281;104.408;0.159;101.294;-0.752;108.935;-0.794;105.878;-0.575;104.610;-0.892;110.22;-0.873;107.8;-0.769;1.0842
04-Oct-2019;100.704;-0.481;102.659;-0.298;104.594;0.140;101.280;-0.759;109.007;-0.818;105.970;-0.587;104.580;-0.909;110.33;-0.903;107.94;-0.784;1.0926
11-Oct-2019;100.640;-0.440;102.221;-0.211;103.402;0.257;101.194;-0.711;108.450;-0.715;104.414;-0.445;104.460;-0.870;109.81;-0.809;106.58;-0.656;1.0998
18-Oct-2019;100.592;-0.411;102.196;-0.208;103.354;0.261;101.093;-0.657;108.080;-0.637;103.870;-0.380;104.250;-0.774;109.45;-0.746;105.73;-0.575;1.0992
25-Oct-2019;100.590;-0.416;102.083;-0.186;103.220;0.273;101.072;-0.648;107.952;-0.621;103.748;-0.364;104.160;-0.751;109.31;-0.725;105.54;-0.557;1.1017
01-Nov-2019;100.624;-0.450;102.082;-0.188;103.055;0.289;101.060;-0.653;107.940;-0.632;103.766;-0.381;104.040;-0.704;108.96;-0.662;105.29;-0.534;1.1003
08-Nov-2019;100.574;-0.418;101.694;-0.108;101.952;0.400;100.982;-0.614;107.488;-0.547;102.629;-0.261;103.910;-0.653;108.61;-0.598;103.73;-0.38;1.0988
15-Nov-2019;100.524;-0.384;101.564;-0.082;101.366;0.459;100.982;-0.626;107.680;-0.598;103.290;-0.335;104.030;-0.768;108.92;-0.669;104.87;-0.495;1.0937
22-Nov-2019;100.543;-0.407;101.686;-0.109;101.750;0.420;101.303;-0.635;107.685;-0.601;103.554;-0.359;103.980;-0.771;109.11;-0.716;105.76;-0.583;1.0986
29-Nov-2019;100.547;-0.418;101.582;-0.089;101.639;0.431;101.280;-0.629;107.617;-0.599;103.504;-0.360;103.940;-0.781;109.19;-0.741;106.04;-0.612;1.1014
06-Dec-2019;100.531;-0.412;101.369;-0.045;100.929;0.503;105.568;-0.673;107.444;-0.563;102.860;-0.287;103.830;-0.743;108.94;-0.697;105.92;-0.601;1.095
13-Dec-2019;100.515;-0.405;101.653;-0.107;101.671;0.427;101.255;-0.618;102.654;-0.535;102.890;-0.290;103.730;-0.711;108.84;-0.685;105.45;-0.556;1.0939
20-Dec-2019;100.522;-0.420;101.755;-0.130;101.342;0.460;101.256;-0.640;102.537;-0.524;102.400;-0.250;103.730;-0.766;108.77;-0.682;105.01;-0.514;1.0882
27-Dec-2019;100.520;-0.426;101.623;-0.103;101.744;0.419;101.254;-0.633;102.560;-0.526;102.499;-0.252;103.650;-0.741;108.65;-0.663;105.17;-0.531;1.0891
03-Jan-2020;100.498;-0.414;101.743;-0.131;101.971;0.395;101.201;-0.622;102.700;-0.554;102.761;-0.280;103.590;-0.720;108.71;-0.681;105.47;-0.562;1.0846
10-Jan-2020;100.502;-0.426;101.536;-0.087;101.502;0.443;101.157;-0.597;102.430;-0.505;102.234;-0.235;103.450;-0.656;108.44;-0.632;105.08;-0.524;1.0815
17-Jan-2020;100.476;-0.410;101.396;-0.058;101.259;0.468;101.127;-0.593;102.488;-0.515;102.181;-0.214;103.500;-0.733;108.82;-0.72;105.77;-0.594;1.073
24-Jan-2020;100.506;-0.448;101.795;-0.147;102.419;0.347;101.150;-0.612;102.805;-0.588;103.379;-0.336;103.460;-0.744;109.02;-0.771;107.13;-0.73;1.0705
31-Jan-2020;100.517;-0.469;102.150;-0.227;103.555;0.230;101.257;-0.668;103.422;-0.639;104.540;-0.434;103.410;-0.741;109.13;-0.802;107.3;-0.748;1.0688
07-Feb-2020;100.477;-0.438;101.970;-0.189;102.966;0.290;101.172;-0.639;103.143;-0.600;103.903;-0.385;103.360;-0.744;108.82;-0.745;106.92;-0.712;1.0699
14-Feb-2020;100.485;-0.456;102.069;-0.213;102.024;0.298;101.195;-0.654;103.230;-0.617;104.090;-0.401;103.350;-0.780;109.03;-0.799;107.16;-0.737;1.0636
21-Feb-2020;100.475;-0.456;102.228;-0.250;102.730;0.228;101.322;-0.643;103.232;-0.613;104.420;-0.428;103.140;-0.653;109.14;-0.831;107.61;-0.783;1.0611
28-Feb-2020;100.434;-0.421;101.905;-0.180;102.003;0.299;101.583;-0.767;104.011;-0.765;106.300;-0.608;103.280;-0.819;109.21;-0.857;108.48;-0.871;1.0643
06-Mar-2020;100.429;-0.426;102.040;-0.212;102.830;0.218;101.769;-0.865;104.572;-0.866;107.532;-0.713;103.290;-0.875;109.3;-0.886;108.86;-0.91;1.0583
13-Mar-2020;100.314;-0.306;100.334;0.173;98.700;0.633;101.840;-0.877;104.087;-0.752;105.990;-0.548;106.190;-0.792;111.69;-0.64;110.45;-0.497;1.0559
20-Mar-2020;100.094;-0.060;99.948;0.262;97.382;0.770;101.360;-0.660;102.723;-0.513;103.420;-0.326;106.010;-0.738;111.25;-0.571;108.55;-0.325;1.0543
27-Mar-2020;100.246;-0.242;100.849;0.054;99.626;0.538;101.366;-0.692;103.354;-0.644;104.923;-0.475;105.750;-0.643;110.94;-0.524;108.49;-0.321;1.0591
03-Apr-2020;100.073;-0.039;99.926;0.267;97.600;0.748;101.280;-0.668;103.122;-0.613;104.394;-0.441;105.550;-0.578;110.76;-0.499;108.64;-0.336;1.0555
10-Apr-2020;100.057;-0.022;99.797;0.298;97.237;0.787;101.214;-0.635;102.866;-0.561;103.430;-0.345;105.560;-0.609;110.82;-0.518;108.25;-0.302;1.0559
17-Apr-2020;99.928;0.142;99.642;0.334;96.958;0.817;101.347;-0.704;103.365;-0.657;104.830;-0.472;105.650;-0.669;111.35;-0.617;109.92;-0.457;1.0516
24-Apr-2020;99.959;0.103;99.177;0.446;95.662;0.957;101.330;-0.706;103.359;-0.663;104.725;-0.474;105.580;-0.662;111.4;-0.633;109.77;-0.445;1.0528
01-May-2020;100.085;-0.064;100.699;0.085;97.764;0.733;101.419;-0.765;103.825;-0.767;105.920;-0.589;105.500;-0.649;111.5;-0.658;110.73;-0.535;1.0552
08-May-2020;100.131;-0.131;100.484;0.135;103.800;0.869;101.443;-0.775;103.792;-0.753;105.350;-0.538;105.510;-0.678;111.45;-0.657;110.61;-0.526;1.0524
15-May-2020;100.285;-0.352;100.717;0.079;104.066;0.842;101.340;-0.729;103.622;-0.728;105.285;-0.528;105.460;-0.680;111.33;-0.644;110.58;-0.525;1.0512
22-May-2020;100.273;-0.346;101.192;-0.035;105.509;0.701;101.225;-0.687;103.359;-0.673;104.868;-0.488;105.450;-0.700;111.18;-0.625;110.28;-0.5;1.0588
29-May-2020;100.298;-0.395;101.660;-0.148;106.867;0.569;101.340;-0.646;103.164;-0.635;104.440;-0.448;105.350;-0.678;111.09;-0.616;109.87;-0.464;1.0673
05-Jun-2020;100.288;-0.392;101.632;-0.143;106.875;0.567;101.206;-0.600;102.654;-0.543;102.650;-0.277;105.220;-0.637;110.46;-0.509;108.02;-0.292;1.086
12-Jun-2020;100.269;-0.376;101.403;-0.090;106.461;0.606;101.351;-0.670;103.259;-0.657;104.401;-0.438;105.240;-0.672;110.93;-0.602;109.57;-0.439;1.0718
19-Jun-2020;100.275;-0.399;101.686;-0.159;107.505;0.504;101.342;-0.676;103.207;-0.656;104.321;-0.415;105.160;-0.658;110.82;-0.589;109.12;-0.399;1.064
26-Jun-2020;100.289;-0.437;101.896;-0.212;107.842;0.471;101.373;-0.706;103.482;-0.715;104.975;-0.481;105.090;-0.650;110.74;-0.582;109.44;-0.431;1.0634
03-Jul-2020;100.300;-0.472;101.807;-0.193;108.007;0.454;101.333;-0.685;103.303;-0.679;104.474;-0.432;105.100;-0.681;110.75;-0.592;108.93;-0.384;1.0622
10-Jul-2020;100.276;-0.447;101.928;-0.224;108.243;0.430;101.335;-0.691;103.628;-0.678;104.872;-0.468;105.100;-0.708;111.03;-0.651;109.91;-0.478;1.0633
17-Jul-2020;100.269;-0.452;101.934;-0.228;108.252;0.428;101.272;-0.667;103.486;-0.653;104.670;-0.455;105.110;-0.741;110.86;-0.628;109.19;-0.412;1.0723
24-Jul-2020;101.308;-0.340;100.805;-0.177;108.811;0.373;101.234;-0.654;103.404;-0.642;104.576;-0.445;105.100;-0.764;111.1;-0.68;109.83;-0.474;1.0726
31-Jul-2020;101.359;-0.377;100.897;-0.199;109.114;0.343;101.335;-0.715;103.860;-0.728;105.504;-0.531;105.100;-0.788;111.1;-0.687;110.53;-0.542;1.0755
07-Aug-2020;101.398;-0.408;101.018;-0.226;109.652;0.290;101.257;-0.683;103.646;-0.692;105.219;-0.505;105.110;-0.823;111.11;-0.697;110.21;-0.514;1.0754
14-Aug-2020;101.416;-0.427;100.912;-0.204;108.877;0.362;101.184;-0.647;103.310;-0.632;104.300;-0.419;105.050;-0.821;110.84;-0.655;109.51;-0.449;1.0763
21-Aug-2020;101.449;-0.456;101.102;-0.247;109.524;0.299;101.233;-0.683;103.668;-0.703;105.199;-0.508;104.990;-0.818;110.97;-0.687;110.05;-0.502;1.075
28-Aug-2020;101.433;-0.456;100.905;-0.204;108.600;0.386;101.356;-0.658;103.377;-0.648;104.170;-0.407;104.810;-0.746;110.78;-0.659;109.14;-0.418;1.0764
04-Sep-2020;101.435;-0.467;101.131;-0.255;108.957;0.350;101.432;-0.685;103.607;-0.695;104.870;-0.478;104.790;-0.765;111.04;-0.716;109.64;-0.467;1.0812
11-Sep-2020;101.404;-0.459;101.129;-0.256;109.368;0.309;101.394;-0.693;103.580;-0.692;104.916;-0.483;104.790;-0.796;110.92;-0.702;109.43;-0.449;1.0764
18-Sep-2020;101.451;-0.498;101.291;-0.294;109.620;0.283;101.383;-0.689;103.534;-0.685;104.908;-0.483;104.760;-0.810;110.97;-0.72;109.72;-0.479;1.0792
25-Sep-2020;101.425;-0.492;101.273;-0.291;109.945;0.250;101.392;-0.701;103.672;-0.714;105.332;-0.525;104.680;-0.796;110.94;-0.722;109.92;-0.5;1.0801
02-Oct-2020;101.433;-0.508;101.386;-0.318;110.227;0.222;101.385;-0.709;103.706;-0.724;105.450;-0.534;104.670;-0.822;110.92;-0.727;109.87;-0.497;1.0781
09-Oct-2020;101.472;-0.544;101.472;-0.339;110.712;0.174;101.384;-0.711;103.743;-0.733;105.404;-0.532;104.580;-0.802;110.81;-0.715;109.65;-0.478;1.076
16-Oct-2020;101.467;-0.552;101.709;-0.395;111.199;0.126;101.494;-0.775;104.086;-0.802;106.329;-0.623;104.590;-0.841;110.93;-0.746;110.05;-0.518;1.0716
23-Oct-2020;101.422;-0.535;101.491;-0.347;110.396;0.200;101.449;-0.754;103.913;-0.772;105.780;-0.572;104.530;-0.839;110.85;-0.74;109.92;-0.507;1.0724
30-Oct-2020;101.451;-0.566;101.709;-0.398;111.033;0.137;101.501;-0.794;104.139;-0.819;106.319;-0.625;104.340;-0.752;110.89;-0.755;110.27;-0.543;1.0678
06-Nov-2020;101.442;-0.573;101.829;-0.428;111.402;0.100;101.454;-0.777;104.017;-0.799;106.231;-0.617;104.340;-0.786;110.72;-0.731;109.94;-0.513;1.0686
13-Nov-2020;101.395;-0.554;101.771;-0.417;111.221;0.116;101.348;-0.729;103.686;-0.736;105.499;-0.548;104.260;-0.770;110.62;-0.72;109.62;-0.484;1.0798
20-Nov-2020;101.405;-0.573;101.921;-0.454;111.690;0.069;101.566;-0.752;103.801;-0.762;105.864;-0.583;110.720;-0.780;110.79;-0.665;129.28;-0.447;1.0801
27-Nov-2020;101.397;-0.581;101.965;-0.466;111.749;0.061;101.551;-0.752;103.805;-0.766;105.854;-0.585;110.590;-0.766;110.82;-0.677;129.23;-0.447;1.0818
04-Dec-2020;101.379;-0.581;101.858;-0.443;111.470;0.086;101.503;-0.736;103.703;-0.749;105.396;-0.543;110.430;-0.738;110.77;-0.675;129.11;-0.442;1.0808
11-Dec-2020;101.409;-0.616;102.100;-0.502;112.279;0.006;101.560;-0.771;103.991;-0.811;106.381;-0.638;110.410;-0.770;111.15;-0.746;129.88;-0.508;1.0774
18-Dec-2020;101.376;-0.607;102.031;-0.488;111.808;0.049;101.429;-0.714;103.645;-0.743;105.680;-0.572;110.360;-0.789;111.02;-0.731;129.67;-0.496;1.0821
25-Dec-2020;101.354;-0.605;101.907;-0.461;111.276;0.098;101.344;-0.678;103.512;-0.719;105.442;-0.549;110.230;-0.774;110.77;-0.695;129.27;-0.468;1.0854
01-Jan-2021;101.338;-0.608;101.935;-0.470;111.696;0.055;101.390;-0.708;103.611;-0.742;105.700;-0.575;110.160;-0.779;110.8;-0.706;129.44;-0.486;1.0807
08-Jan-2021;101.265;-0.567;101.882;-0.459;111.805;0.043;101.360;-0.700;103.531;-0.729;105.350;-0.517;109.980;-0.742;110.7;-0.696;129.14;-0.466;1.082
15-Jan-2021;101.195;-0.528;101.753;-0.430;111.596;0.060;101.381;-0.718;103.902;-0.730;105.628;-0.542;109.910;-0.752;110.38;-0.647;129.14;-0.47;1.0758
22-Jan-2021;101.150;-0.507;101.588;-0.392;110.908;0.125;101.342;-0.706;103.794;-0.716;105.303;-0.513;109.810;-0.750;110.34;-0.647;128.71;-0.44;1.0772
29-Jan-2021;101.164;-0.532;101.766;-0.437;111.132;0.101;101.374;-0.727;103.886;-0.732;105.330;-0.520;109.800;-0.782;110.38;-0.66;128.7;-0.443;1.0808
05-Feb-2021;101.159;-0.542;101.610;-0.401;110.806;0.131;101.497;-0.702;103.613;-0.686;104.560;-0.443;109.700;-0.780;109.96;-0.593;127.55;-0.354;1.0828
12-Feb-2021;101.159;-0.557;101.556;-0.389;110.482;0.161;101.455;-0.699;103.597;-0.685;104.400;-0.430;109.610;-0.782;109.96;-0.6;127.22;-0.331;1.0809
19-Feb-2021;101.090;-0.515;101.216;-0.306;97.373;0.363;101.403;-0.680;103.198;-0.614;103.168;-0.313;109.520;-0.784;109.59;-0.541;126.03;-0.236;1.0859
26-Feb-2021;101.035;-0.484;100.831;-0.168;96.693;0.433;101.360;-0.664;102.909;-0.560;102.612;-0.257;109.180;-0.680;109.38;-0.512;125.5;-0.197;1.0968
05-Mar-2021;101.042;-0.505;101.002;-0.203;96.998;0.403;101.400;-0.691;103.187;-0.615;103.060;-0.304;109.210;-0.739;109.64;-0.564;125.5;-0.201;1.1088
12-Mar-2021;100.932;-0.435;101.224;-0.249;97.681;0.333;101.373;-0.685;103.170;-0.612;102.990;-0.295;109.180;-0.770;109.45;-0.537;125.96;-0.244;1.1107
19-Mar-2021;100.949;-0.447;101.322;-0.270;97.508;0.352;101.385;-0.698;103.326;-0.646;102.959;-0.294;109.060;-0.757;109.53;-0.558;125.98;-0.25;1.1059
26-Mar-2021;101.089;-0.517;101.541;-0.315;98.131;0.288;101.412;-0.718;103.483;-0.677;103.570;-0.349;108.950;-0.749;109.71;-0.597;126.6;-0.306;1.1073
